article_date;ticker;total_weighted_sentiment;article_count;daily_sentiment
2024-03-28;AAPL;-0.7870710000000001;8;-0.09838387500000001
2024-05-06;AAPL;1.6261099999999997;16;0.10163187499999998
2024-12-04;AAPL;1.126693;6;0.18778216666666667
2024-07-06;GOOG;0.12385799999999998;3;0.041285999999999996
2024-05-12;NVDA;2.14114;17;0.1259494117647059
2024-08-05;BA;-0.16375000000000003;3;-0.054583333333333345
2024-02-23;GOOG;-1.100674;14;-0.07861957142857143
2024-05-15;AAPL;0.26178000000000007;6;0.04363000000000001
2024-01-12;AAPL;0.362791;7;0.05182728571428571
2024-01-26;TSLA;-1.7669979999999998;14;-0.12621414285714286
2024-11-25;AAPL;0.33696400000000004;6;0.05616066666666667
2024-04-11;NVDA;2.851965;26;0.10969096153846153
2024-06-20;AAPL;1.535752;22;0.06980690909090909
2024-03-21;AAPL;-3.781873;23;-0.16442926086956522
2024-01-18;BA;-0.4462750000000002;7;-0.06375357142857145
2024-04-01;GOOG;0.671387;12;0.05594891666666666
2024-04-02;BA;-1.0594;3;-0.3531333333333333
2024-04-18;AAPL;-1.6886130000000001;8;-0.21107662500000002
2024-04-22;AAPL;-1.340941;11;-0.12190372727272726
2024-06-20;BA;-0.64625;3;-0.21541666666666667
2024-05-13;AAPL;1.5841220000000003;13;0.12185553846153849
2024-01-12;GOOG;-0.5693989999999999;8;-0.07117487499999998
2024-03-24;BA;-0.25630800000000004;1;-0.25630800000000004
2024-09-03;BA;-2.400785;4;-0.60019625
2024-03-17;O;0.106722;1;0.106722
2024-01-04;AAPL;0.3579239999999994;14;0.025565999999999957
2024-01-10;NVDA;4.810893;26;0.18503434615384615
2024-02-07;O;0.433827;3;0.14460900000000002
2024-02-04;NVDA;1.273102;8;0.15913775
2024-08-04;AAPL;-0.481715;9;-0.05352388888888889
2024-02-27;BA;0.19229400000000008;3;0.06409800000000003
2024-05-06;BA;-0.43059;4;-0.1076475
2024-07-25;NVDA;2.1763430000000006;22;0.09892468181818184
2024-10-26;BA;-0.25512700000000005;2;-0.12756350000000002
2024-05-07;AAPL;1.515949;21;0.07218804761904762
2024-05-21;NVDA;4.726883000000001;27;0.17506974074074078
2024-06-03;NVDA;4.610943000000001;27;0.1707756666666667
2024-03-13;GOOG;-0.821271;16;-0.0513294375
2024-10-20;O;0.47148999999999996;3;0.15716333333333332
2024-09-12;BA;-0.722502;3;-0.240834
2024-04-14;NVDA;1.963657;15;0.13091046666666667
2024-09-04;NVDA;-1.8705460000000003;38;-0.04922489473684211
2024-10-20;NVDA;4.584507;26;0.1763271923076923
2024-01-21;TSLA;0.145399;8;0.018174875
2024-04-23;AAPL;-0.5079969999999999;12;-0.04233308333333333
2024-02-06;GOOG;1.7009530000000002;16;0.10630956250000001
2024-02-13;NVDA;1.7861030000000002;18;0.09922794444444445
2024-12-04;BA;0.22725;2;0.113625
2024-02-10;GOOG;0.410466;4;0.1026165
2024-10-20;AAPL;0.26046899999999995;9;0.028940999999999995
2024-10-25;GOOG;0.9647470000000001;4;0.24118675000000003
2024-11-08;GOOG;0.346045;6;0.057674166666666665
2024-06-14;O;-0.268436;2;-0.134218
2024-12-14;O;0.5744189999999999;5;0.11488379999999998
2024-09-08;NVDA;1.20777;18;0.06709833333333333
2024-10-03;AAPL;-0.04814099999999999;9;-0.005348999999999999
2024-11-29;AAPL;0.4910829999999999;8;0.061385374999999985
2024-03-27;TSLA;0.04565700000000003;15;0.003043800000000002
2024-04-06;BA;-0.247122;2;-0.123561
2024-04-24;AAPL;-0.88524;4;-0.22131
2024-12-02;NVDA;2.574537;19;0.13550194736842106
2024-12-28;BA;0.04825;1;0.04825
2024-10-05;NVDA;1.637873;13;0.12599023076923077
