ticker,date,avg_sentiment,avg_relevance,weighted_sentiment
TSLA,20240101,0.1386548888888889,0.30515118518518525,0.16829684563644345
NVDA,20240101,0.13826683333333334,0.21665333333333334,0.17901616261385314
AAPL,20240101,0.11652124999999999,0.1639755,0.10827320539348866
GOOG,20240101,0.1681516,0.0798712,0.1827066531891345
TSLA,20240102,0.1325961625,0.33734429999999993,0.17250432381538688
AAPL,20240102,-1.54444444444437e-05,0.2059453333333333,0.029056439008086302
GOOG,20240102,0.03737814285714285,0.053367,0.026674021214287053
NVDA,20240102,0.16764986666666667,0.1996878,0.2642191195572956
BA,20240103,0.0,0.063763,0.0
BA,20240105,-0.014742,0.126784,-0.014742
GOOG,20240106,0.136653,0.10122666666666667,0.2006413975434668
NVDA,20240106,0.11384100000000001,0.15781419999999996,0.2749846735857737
TSLA,20240106,0.08080114285714285,0.21434857142857142,0.12136427662618966
AAPL,20240106,0.04372,0.076823,0.050765916925920626
GOOG,20240107,0.024383000000000002,0.133924,0.03147440982945552
TSLA,20240107,0.060459916666666676,0.28809912500000007,0.07611314591100658
NVDA,20240107,0.269839,0.14061133333333334,0.27127299133308364
AAPL,20240107,0.2026505,0.213648,0.1943598572652213
BA,20240108,-0.06251157142857143,0.09967400000000001,-0.044630171242536376
GOOG,20240109,0.11426187499999998,0.08698,0.10797453789808002
NVDA,20240109,0.1959585384615385,0.20192638461538465,0.3484309745973685
TSLA,20240109,0.10022202173913039,0.19571326086956517,0.1695463576425583
AAPL,20240109,0.14279840000000002,0.1531556,0.18631163808701737
BA,20240110,-0.029387,0.065327,-0.029387
TSLA,20240111,0.05052938596491228,0.26492403508771933,0.07019877833215347
AAPL,20240111,0.11837349999999999,0.154887,0.10104993094966008
GOOG,20240111,0.04390442857142857,0.06340871428571429,0.014766613469081534
NVDA,20240111,0.09753025000000001,0.15461075,0.07954186480888296
NVDA,20240112,0.07000666666666668,0.08792308333333333,0.07058278531803841
AAPL,20240112,0.0823045,0.10836725,0.08009538417741523
TSLA,20240112,-0.036401180555555565,0.3451887222222221,-0.06211851414874184
GOOG,20240112,0.10846066666666666,0.055953333333333334,0.09782536461336827
BA,20240113,-0.194379,0.201803,-0.194379
BA,20240114,-0.086608,0.065061,-0.086608
NVDA,20240115,0.174728,0.2105655,0.17324935429276558
AAPL,20240115,0.039471,0.1598005,0.047232494770041385
TSLA,20240115,0.10412913461538463,0.284307423076923,0.19477796878757872
GOOG,20240115,0.006367000000000002,0.07537866666666666,0.04306393581296211
TSLA,20240116,0.08480601538461537,0.4322251230769232,0.10111819668560894
NVDA,20240116,0.09089466666666667,0.13790083333333333,0.10199891985303448
GOOG,20240116,0.074836,0.13224450000000001,0.06821960686266725
AAPL,20240116,0.10244019999999998,0.15510220000000002,0.09824704590134761
TSLA,20240117,0.012699962025316463,0.3253762278481012,0.0004696650602951484
NVDA,20240117,0.16079178571428573,0.19575900000000002,0.2289393385689985
AAPL,20240117,0.05735939999999999,0.155336,-0.059140489748673856
GOOG,20240117,0.0772382,0.0841656,0.12658560346032108
BA,20240118,-0.038341,0.09304675,-0.03989761051299481
BA,20240119,0.0,0.054114,0.0
BA,20240121,-0.070005,0.057907,-0.070005
TSLA,20240122,0.052777652777777774,0.24439447222222213,0.11048634853733173
NVDA,20240122,0.11394535714285715,0.12199214285714285,0.1353115907154442
AAPL,20240122,0.149362375,0.245945625,0.20188934240851003
GOOG,20240122,0.18401800000000001,0.1609795,0.16978489321388748
AAPL,20240123,0.17691142857142858,0.5215737142857143,0.16741482154665988
TSLA,20240123,0.08054454237288135,0.29334440677966117,0.10585794423602263
NVDA,20240123,0.14693481818181817,0.20601118181818182,0.2089589356235297
GOOG,20240123,0.04338566666666668,0.12072866666666666,0.0699004081507844
BA,20240124,-0.06395,0.097566,-0.05961403160937211
BA,20240125,-0.015271285714285715,0.11217814285714287,-0.023531422768886725
BA,20240126,-0.0891,0.05230166666666667,-0.11456863497020489
TSLA,20240127,0.11272386363636365,0.37535504545454546,0.1865225058318724
NVDA,20240127,0.20805300000000002,0.22111366666666665,0.1882225050396403
AAPL,20240127,0.19544299999999998,0.3371245,0.1848358284313362
GOOG,20240127,0.162127,0.04076,0.162127
BA,20240128,-0.1025755,0.12291149999999999,-0.07014408278314072
TSLA,20240129,0.07690064615384615,0.24883510769230766,0.10031145941037756
GOOG,20240129,0.07570673333333332,0.10244826666666666,0.0883999398564739
NVDA,20240129,0.13267408695652175,0.1503447391304348,0.12140735311424843
AAPL,20240129,0.054075000000000005,0.17870560000000005,0.029771332731598783
TSLA,20240130,0.10841865853658539,0.275466512195122,0.15910927764372582
GOOG,20240130,0.052880500000000004,0.1034857142857143,0.04412921608020429
NVDA,20240130,0.06472411111111112,0.12639705555555555,0.055621388110746246
AAPL,20240130,0.044694000000000005,0.13415475000000002,0.07482329807740686
O,20240130,-0.113341,0.102013,-0.113341
TSLA,20240131,0.07485308219178083,0.30916417808219177,0.113656763980436
NVDA,20240131,0.073188,0.12525446666666668,0.08547045546106939
GOOG,20240131,0.021189833333333324,0.12758841666666665,0.04868114103879598
AAPL,20240131,0.08813228571428573,0.15805942857142855,0.07172149684567108
BA,20240201,0.03703699999999999,0.052347,0.02283834749842397
GOOG,20240202,0.1023847,0.0936048,0.11559818991547444
NVDA,20240202,0.15465552941176472,0.1488873529411765,0.18555154345270897
AAPL,20240202,0.06916033333333334,0.195134,0.0766562778950761
TSLA,20240202,-0.006824013513513512,0.33529848648648647,-0.03892362737279506
AAPL,20240203,0.11297929999999998,0.2053274,0.11457010024770195
TSLA,20240203,0.04741853658536585,0.2319590243902439,0.06537328338920245
NVDA,20240203,0.17803259999999999,0.20533050000000003,0.3179171282581009
GOOG,20240203,0.11669159999999998,0.0900698,0.1486012831959214
TSLA,20240204,-0.020151758620689655,0.24493058620689662,-0.017178198120593485
GOOG,20240204,0.06069833333333333,0.05354266666666666,0.06801999490748811
NVDA,20240204,0.1236938,0.1021304,0.13292642491755638
AAPL,20240204,0.189236,0.10719933333333333,0.2535425756161419
GOOG,20240205,0.09266515384615387,0.09778861538461539,0.09538177650221986
TSLA,20240205,0.046311828947368426,0.2535165789473684,0.04090877442080504
NVDA,20240205,0.11212453333333333,0.1771978,0.10203213576504151
AAPL,20240205,0.21619025,0.25471316666666666,0.311915062078979
NVDA,20240206,0.2175524,0.16817046666666668,0.310220035189294
TSLA,20240206,0.05192219298245614,0.24379845614035092,0.12738030741591844
AAPL,20240206,0.07670485714285714,0.17144885714285715,0.10722186402609024
GOOG,20240206,0.18584722222222222,0.202385,0.23579628300845745
TSLA,20240207,0.05294578787878789,0.29208333333333325,0.061003671708312814
NVDA,20240207,0.12377775000000002,0.23913608333333333,0.199124434661157
AAPL,20240207,0.1664892222222222,0.24250811111111112,0.2265172347408311
GOOG,20240207,0.0890420909090909,0.1087940909090909,0.10890907576280465
GOOG,20240208,0.09209738461538461,0.10154592307692309,0.10484780595213836
TSLA,20240208,0.10596589473684213,0.19917131578947378,0.1540419799222479
NVDA,20240208,0.13580670588235294,0.14100129411764706,0.14831996592939073
AAPL,20240208,0.2115857142857143,0.2717857857142857,0.3095536904639447
NVDA,20240211,0.16943475000000002,0.08187525,0.18732993440325374
TSLA,20240211,0.08304947619047619,0.25984704761904764,0.16693611727173566
AAPL,20240211,0.244089,0.43489300000000003,0.31436633145854265
GOOG,20240211,0.262859,0.364529,0.262859
NVDA,20240212,0.16059526666666668,0.21487493333333335,0.21441148171711663
AAPL,20240212,0.06089114285714286,0.17292157142857145,0.045746781893690865
TSLA,20240212,0.07959864150943399,0.27383084905660376,0.08904893734673687
GOOG,20240212,0.09908662500000001,0.08173349999999999,0.0476717768402797
BA,20240213,-0.053371,0.069495,-0.053371
GOOG,20240214,0.058651625,0.07892875,0.06902114072343726
NVDA,20240214,0.12109925000000002,0.199606,0.20733662270673225
AAPL,20240214,0.02845071428571429,0.15646157142857145,-0.11482753464794183
TSLA,20240214,0.08430609090909093,0.21966340909090912,0.05393739907637613
TSLA,20240215,0.04791221875,0.27863012500000006,0.05602677858706948
GOOG,20240215,0.11532757142857142,0.12742371428571428,0.16687188001784822
NVDA,20240215,0.08565753333333333,0.24267580000000002,0.11401566828748477
AAPL,20240215,0.08378166666666666,0.1319115,0.07035743691793361
BA,20240220,-0.1042,0.048036,-0.1042
NVDA,20240223,0.19818974999999997,0.24850905,0.26095785558493745
TSLA,20240223,0.07560104081632653,0.24075506122448984,0.04992094184969771
GOOG,20240223,0.03447111764705884,0.2603944705882353,-0.015064848640727447
AAPL,20240223,0.091897375,0.14302725,0.08110406448858522
TSLA,20240224,0.0665465,0.2587602727272728,0.06285385626148174
AAPL,20240224,0.201531,0.20277224999999996,0.2529646615587192
NVDA,20240224,0.19280819999999999,0.21547099999999997,0.2775405978846342
GOOG,20240224,0.052192499999999996,0.07106599999999999,0.06728241395322658
NVDA,20240226,0.17838755,0.1963635,0.208875430135183
TSLA,20240226,0.10624711428571429,0.22476177142857143,0.18230021160595183
GOOG,20240226,-0.002116299999999996,0.2644708,-0.03863202246070265
AAPL,20240226,0.09504453846153847,0.13770476923076921,0.09821514744587363
GOOG,20240227,0.10409327272727276,0.1696469090909091,0.12564801918583837
TSLA,20240227,0.07452466071428572,0.2366159999999999,0.09906961147265736
AAPL,20240227,0.07009785714285714,0.33776657142857147,0.0923810151837744
NVDA,20240227,0.1855560588235294,0.23607,0.25504229801529454
BA,20240228,-0.2967765,0.029382,-0.2967767404533388
NVDA,20240229,0.13970816666666666,0.15131408333333335,0.24267645167364352
AAPL,20240229,0.11459328571428572,0.2890408571428571,0.12152961700669113
TSLA,20240229,0.10748768518518521,0.23260350000000007,0.1372968620749393
GOOG,20240229,0.005806,0.0781113,-0.0006494090611729651
BA,20240301,-0.254477,0.162073,-0.254477
TSLA,20240303,0.06735859090909091,0.3588704090909091,0.09205013448637893
AAPL,20240303,0.31450233333333333,0.574903,0.365745164920575
GOOG,20240303,0.11580025,0.2021225,0.09312090503407588
NVDA,20240303,0.15670175,0.2417875,0.30671792209274673
TSLA,20240304,0.11112146774193549,0.2590959838709678,0.16446418944392943
GOOG,20240304,0.06400126315789474,0.10758526315789475,0.029161374064144957
NVDA,20240304,0.14094004545454547,0.213265090909091,0.17690994611934094
AAPL,20240304,0.14599133333333333,0.20062891666666663,0.1697616408452255
TSLA,20240307,0.07834384507042254,0.23657376056338028,0.08867715950901651
NVDA,20240307,0.0943639375,0.163400125,0.1203311587120114
AAPL,20240307,0.098312,0.3357013333333334,0.10685548672753753
GOOG,20240307,0.08380754545454544,0.09031163636363636,0.14073112845722086
TSLA,20240308,0.046525050000000005,0.26332543333333336,0.030467201018055848
NVDA,20240308,0.1118087142857143,0.20081735714285712,0.16491290722557778
GOOG,20240308,0.08889144444444444,0.1162698888888889,0.10919192171948597
AAPL,20240308,0.09756260000000001,0.1511422,0.10735447845274185
BA,20240310,-0.01830699999999998,0.2876323333333333,0.03551501136404459
TSLA,20240312,0.05506023076923077,0.23638398717948716,0.07326258239801159
GOOG,20240312,0.04118822222222223,0.13176733333333332,0.0520736256625736
NVDA,20240312,0.2414591111111111,0.2424798888888889,0.286904051187292
AAPL,20240312,0.15019133333333332,0.22449799999999998,0.15370614113117564
BA,20240313,-0.09308266666666666,0.35246500000000003,-0.14390633248123927
GOOG,20240314,0.0492903076923077,0.10453799999999999,-0.0005593197151716614
NVDA,20240314,0.05604058823529412,0.21625699999999995,0.10883210714376064
AAPL,20240314,0.047249,0.15913185714285713,-0.003983765563687974
TSLA,20240314,0.03117877777777779,0.2982460952380953,0.06041576954229339
TSLA,20240315,0.022974520547945205,0.29642339726027395,0.00016513589308665225
GOOG,20240315,0.08006009090909091,0.09004554545454546,0.07182070540261946
NVDA,20240315,0.025045937499999997,0.17878375,-0.12311356942605242
AAPL,20240315,0.083850375,0.139317125,0.08566107572382076
